text,sentiment
รังเกียจทุกอย่างที่เป็นตัวเองในวันนี้ และ ตัวเองที่จะเป็นในวันพรุ่งนี้ . ู้สึกแบบนี้ทรมานจังเลย,disgust
""" งะ งั้นถ้าไม่รังเกียจ วันนี้ใช่ไหมครับที่เป็นวันเกิดของคุณ ผมมิโดริยะ อิซึคุ ขอให้วันนี้เป็นวันที่ดีของคุณ วันอื่นๆก็ด้วยนะครับ ! อยากจะให้คุณสดใสเยอะๆ อาจจะฟังดูแปลกๆ แต่รอยยิ้มของคุณน่ารักเหมือนพระจันทร์เลยนะครับ สุขสันต์วันเกิดนะครับ ! """,unclassifiable
เขารังเกียจลูกเราขนาดนั้น ก็ฉายเดี่ยวไปเลยสิคะ รอไร เทรนโลก เทรนไทย งั้นก็ขอจองให้ลูกเราแต่เพียงผู้เดียวนะคะ อิอิ,unclassifiable
แกเคยรังเกียจอะไรมากๆ ถึงขนาดที่ไม่อยากได้ยินคนเอ่ยถึงมันแม้แต่วินาทีเดียวป่ะ,disgust
ป้ารังเกียจพี่โจ้หรอคะ ขยับหาแต่ผัว,unclassifiable
ไม่เคยสนใจขนที่ข้อนิ้วเลยซ้ำแต่คืองงนิดหน่อยว่ามันน่ารังเกียจขนาดนั้นเลยหรอ ไม่เข้าใจ,unclassifiable
*น่ารังเกียจสิ เบลออะไร5,disgust
รังเกียจกันเบอร์นั้นเลยหรอ,disgust
ตอนมันบอกให้น้องชินเข้าไปหาที่ห้องสำราญแล้วจับตัวลูกกุคือรับไม่ได้ อิแก่ตัณหากลับอย่ามาจับตัวลูกชั้น!!! รังเกียจมันมากๆๆๆ กุอยากตายตรงนั้น อิเลว,disgust
ทักทายยามเย็นค่ะเราฝนนะคะยินดีที่ได้รู้จัก เห็นว่าทางนั้นเป็นเอเดนพีด้วย เราเมนอิบาระ เคย์โตะ พี่เรย์ค่ะ หากไม่รังเกียจมาเมนชั่นคุยกันได้ตลอดเลยนะคะ,unclassifiable
ซ้ายไทยในติ้กต่อกแม่งโคตรแบบ เหี้ยอะ อยากอ้วกใส่หน้าแต่ไม่กล้ามองหน้าแม่ง รังเกียจ ความคิดตั่งๆเหี้ยไปหมดเลย,disgust
มีขนที่นิ้วเหมือนกันค่ะ แต่งงกับคนที่รังเกียจมากกว่า คือ ขนนิ้วนี้มันมีสาระสำคัญให้ใส่ใจกับมันด้วยเหรอ? แกเป็นอะไรก่อน ชีวิตแกไม่มีเรื่องอื่นให้สนใจหรอ ถึงมาสนใจ อิ้ว กับขนนิ้ว,unclassifiable
วันก่อนบล็อครัวๆไป 10 คนเลยค่ะ ไม่รู้จะมาทำไม ่ได้รังเกียจ แต่แค่รู้สึกว่ามันไม่ควรจะมาเห็นอะไรแบบนี้อ่ะค่ะ,unclassifiable
เราเปนคนไทยแท้ก้มีขนนิ้วค่ะแง คือแค่ขนนิ้วเองไม่เข้าใจว่าน่ารังเกียจตรงไหน;-; ค่านิยมที่ผญต้องไร้ขนทั้งตัวนี่มาจากไหนกัน ผญก้คนมั้ยย,unclassifiable
เราก็มีค่ะ;-; แต่เราว่ามันก็สวยดีนะคะ แบบว่ามันก็ไม่ได้ดูน่ารังเกียจอะไร ใครอยากปล่อยไว้ก็ปล่อยไว้เลย,unclassifiable
"""หวงขนาดนั้น เพราะไปแย่งใครมารึเปล่าเลยกลัวโดนเองบ้าง"" คิดดูอีกทีครับ ระแวงเพราะไปทำอะไรมา ขอแช่งให้เจอแบบที่ตัวเองไปทำคนอื่นนะครับ จะได้เข้าใจความรู้สึกคนอื่นบ้าง ทำน้องผมอย่าหวังจะกลับมาอาศัยมัน ผมดูแลเองได้ งูเห่ามันน่ารังเกียจเผื่อว่าไม่รู้ไปไกลๆเถอะ",unclassifiable
ถ้าตัวเองไม่ได้แสดงความคิดเห็น ไม่คิดจะพูด ไม่คิดจะตรวจดีว่ากูถามแล้วจิงมั้ยอ่ะ มีสิทธิ์มาด่าคนอื่นด้วยหรอ น่ารังเกียจนะคนแบบนี้ ถ้าคนที่มึงด่าไม่ใช่กูอ่ะ คนนั้นอาจจะโทษตัวเองไปแล้วก็ได้นะ,disgust
จับไม่ได้มือตีนพวกมันแต่กับเด็กเร็วนักจับทันที อาชีพน่ารังเกียจหมดกันต่อไปจ้าง รปภ.ดูแลแทน,disgust
อะไรอะ ขำมุกเหยียดเพศกับถูกใจมุกข่มขืนแล้วยืนยิ้ม จะรังเกียจเพศตัวเองก็อันนี้นี่แหละ,disgust
ถ้ากูตายๆไปก็คงดี ชีวิตไม่มีเหี้ยอะไรดีเลย มีแต่คนรังเกียจ เบื่อ!!!,disgust
ใครที่รังเกียจัคซีน้องกันิด่วยแตกีน+ sinofarm ไม่ต้องรีบฉีดรออีกนิดเดือนหน้าวัคซีน ช��ียดิ่มเติม้ที่ิปับ cr.เจ้าของิป ิด19วันนี้ #วัคซีนทางเลือก #วัคซีนโมเดอร์นา #วัคซีนmrna,unclassifiable
เออก็จริง5,unclassifiable
มนุษย์เป็นสิ่งมีชีวิตที่น่ารังเกียจ,disgust
ผู้ชายหลายคนบอกว่าถ้าไม่รับงานก็ปฏิเสธแล้วก็จบป่าว ที่รู้สึกไม่ดีคือลึก ๆ ก็รังเกียจอาชีพขายบริการปะวะ มาทำตัวเป็นเฟม คนทักเค้าก็ถามเฉย ๆ ไม่รับก็หาคนใหม่ มึงคิดสภาพมีคนถือมีดเดินมาหามึงถามว่าขายไตไหม ให้กุ��อบว่าไม่ขายจ้า ละเดินหนี อย่าไปกลัวมีดแม่งเหรอ,unclassifiable
พล็อตทะลุมิติ ไปเป็นเมียตัวร้ายิยาย คุณสามีแสนจะรังเกียจังงอน ทำทุกอย่างให้ทุกข์ระทม่เต็มใจแต่งงาน แล้วไง์ ในขณะที่คุณตัวร้ายแอบินเด็กเย้ย นายเอกเชิ่ดๆกินชาบู 555 #นิยายวาย #นิยายวายแนะนํา #นิยาย ํานิยายวาย :t.co4rbaay4euu,unclassifiable
ทำไมพัฟแต่งหน้าไม่ทำสีเดียวกับผลิตภัณฑ์วะ ไม่เห็นมันเลอะ,unclassifiable
รู้สึกรังเกียจ่อยากเสวนา้วยกับคนที่ไม่มีมารยาท ขออนุญาต่ลดตัวลงไปคุยด้วยนะคะ,disgust
เย้ ดีใจด้วย ดื่มน้ำเรื่อยๆนะค้าา,unclassifiable
เข้าใจแหละว่ารังเกียจคนติดโควิด แต่ก็ไม่ต้องออกหน้าขนาดนั้น ไม่ได้อยากเป็นเหมือนกันเนาะ กูก็อยากออกไปใช้ชีวิตปกติเหมือนกัน อยากออกไปกินข้าว ไปโน่นนี่ ไม่กล้าเข้าใกล้ รังเกียจก็ไม่ต้องมาแอบกันแค่นั้น เลิกโง่แล้วศึกษาข้อมูลบ้าง,disgust
...ถ้าไม่รังเกียจก็มานั่งข้างๆด้วยกันสิ... * กวักมือเรียกก่อนที่จะเอามือตบพื้นชานเรือนที่ตนเองนั่ง *,unclassifiable
ซ้ายไทยมันน่ารังเกียจเหลือเกิน ทำไมฉันต้องมาตายท่ามกลางพวกที่ปัญญาอ่อนที่สุดในกาแลกซี่,disgust
จะรังเกียจอะไรนักหนา เกินไปปะ ชั้นนี่เข้าใจความรู้สึกเที่ยงเลย #ข้ามสีทันดรรีรันep1,unclassifiable
ไอเหี้ย พวกเหี้ย น่ารังเกียจ จะอ้วก ควยๆๆ,disgust
ไม่ได้รังเกียจด้วยแค่เหนคนเยอะก้ต้องเซฟรึป่าว,unclassifiable
5แม่กุก้เปน กุขอเลี้ยงแมวตั้งแต่อยู่ม.ต้น เค้าไม่ยอม เค้ารังเกียจมาก ไม่ได้ๆ พอตอนนี้เอาแมวมาเลี้ยง(แบบมัดมือชก) เค้าอะรักมันสุดในบ้านเลย,unclassifiable
ไม่ว่าลิงดำเมสะภรรยาผมจะผ่านเพื่อนร่วมก๊วนของผมมาเสียกี่คนผมก็ไม่ถือ เพราะเพื่อนผมก็เหมือนคนในครอบครัว ผมรักและไม่รังเกียจพวกเขา,unclassifiable
พี่เคท ตัวจริงชื่อ mary elizabeth winstead สวยมากกก เล่นในเรื่องแบบโชกเลือดหน้าตามอแมมเละเทะยังสวย คงความหลัวไว้จนอยากกรี๊ดใส่หมอน ขนาดน้องอานิเห็นหลังที่มีแต่รอยแผลเป็นและรอยช้ำ พี่เคทคิดว่าน้องคงรังเกียจ แต่น้องพูดว่าดูเท่มาก,unclassifiable
#ข้ามสีทันดรรีรันep1 คุณรื่นเริงนี่น่ารังเกียจสุดเลย,disgust
"เขาหลุดสีหน้ารังเกียจทันทีเมื่อน้ำลายอีกฝ่ายโดนหน้าก่อนจะปาดออก หลังจากนี้ต้องไปล้าง ""อยากถามคำถามนั้นเหมือนกัน ว่าทำไมถึงเจออีกแล้ว"" หนแรกเขาทักเพราะเป็นห่วง แต่หนนี้เพราะห่วงอีกคนหนึ่งที่โดนรังแกมากกว่า เขาเป็นพวกเดินผ่านคนถูกรังแกไปเฉยๆไม่ได้ ินเข้าไปพยุงคนถูกรังแก",unclassifiable
จะไปต่างจังหวัดทีต้องมานั่งกังวลว่าเค้าจะรังเกียจกุปะวะ กุผุ้มาจาก กทม แง แต่นุรับวัคซีนแล้วนะ เดือนหน้าก่อนไปก้รับครบ 2 เข็มแล้วด้วย,disgust
โอ๊ย สภาพ คนอื่นบล็อคตัวเอง ไล่ด่าเค้าไปเรื่อย แต่พอเป็นตัวเองบล็อคคนอื่น เดี๋ยวมันก็จะมาบอกว่าบล็อคพวกเราเพราะรังเกียจ รำคาญ โรคจิต ฟันธง 5,unclassifiable
คืออย่าให้ได้รู้สึก แค่รู้สึกก็คือไม่เอาแล้ว หงุดหงิด เบื่อ รำคาญ รังเกียจ หรือเกลียดเลย รวยก็ไม่แข็งละอะ,disgust
5 ขอบคุณครับ รังเกียจเขาหรอออ อิอิ,unclassifiable
ไม่ของ รังเกียจอะไรแบบนี้ แบบพอเหนรุปคือไม่ได้อวยตัวเองไรนะ พอเหนรุปแบบดูสวยหน้อยเออเอาเลยไม่ช้อยหุ้นละจะช้อนกุ,unclassifiable
รังเกียจเนี่ยแน่นอนค่ะ ตอนนี้เห็นตำรวจคือเบ้ปากใส่ก่อน 1,disgust
ดาบที่ทุกคนรังเกียจ5,disgust
เออใช่ป่ะคนแบบกูจะไปอยู่กับใครได้อ่ะ น่ารังเกียจมากเลยใช่ป่ะคนทัศนคติแบบกูอ่ะ แล้วมึงให้กุเกิดมาทำไมอ่ะ ไม่ให้กุตายๆไปตั้งแต่แรกเลยวะ,disgust
คุณ..ไม่มีอะไรทำหรือยังไงครับ? ่ยถามอย่างสงสัย ปกติเวลาแบบนี้ผู้คนมักทำงานไม่ก็เรียนกัน.. ใจดีเสียจริง..ถ้าไม่รังเกียจรบกวนด้วยนะครับ,unclassifiable
"อิบนุ ก็อยยิม رحمه الله กล่าวว่า: ""เมื่อใดที่หัวใจสูญเสียความละอาย มันจะชื่นชอบในสิ่งที่พระองค์ทรงรังเกียจ และ รังเกียจในสิ่งที่พระองค์ทรงชื่นชอบ""",unclassifiable
"นับอายุเหล่าบรรดาน้อง ๆ × 10 ปี อำนาจเผด็จการ+ปรสิตเอาเปรียบสังคม คงถูกเด็กเยาวชนเหล่านี้สิ้นศรัทธาและถูกตั้งรังเกียจ ทุกองค์กร เมื่อไม่ยอมปรับตัว ปฎิรูปตนเอง มันจะเหลือในใจของพวกคนรุ่นใหม่เหล่านี้ไม๊! คิดว่ายืนหยัดต่อกรกะพวกเขาในอนาคตได้หรือ?...""พัง""",unclassifiable
ก่อนจะเดินจากไปเอง ทิ้งให้เด็กหนุ่มยืนตัวแข็งทื่ออย่างนั้น ไม่ใช่ว่ารังเกียจ ทั้งชีวิตเขาไม่เคยถูกใครกอดเพียงเพราะการมอบดอกไม้ แถมยังเรียกชื่อของเขาด้วยน้ำเสียงแบบนั้น คำพูดสองแง่สองง่ามนั่นอีก ขี้โกงที่สุดเลย!,unclassifiable
ไม่อาจปฏิเสธว่าดวงแก้วสีครามสว่างคู่นั้นมีอิทธิพลต่อเขาไม่น้อย ทั้งที่มันหาใช่สายตาละลาบละล้วงที่จับจ้องมา มีเพียงความสนอกสนใจที่ฉาบเคลือบอยู่ผิวเผิน— ไม่มากหรือน้อยจนเกินงาม “ใครกันจะรังเกียจคุณ”,unclassifiable
คือแบบโดนทักแชต โทรแชตจิกๆ เป็นสิบอ่ะ เอาจริง ๆ ไม่ได้รังเกียจจะคุย แต่ถ้าคนที่สนิทจะรู้ว่า กูไม่คุยโทรศัพท์ ไม่คุยแชตกับใครนาน วัน ๆ นั่งทำงานแต่หน้าคอม กูจะเริ่มกลัวมึงก็ตรงนี้แหละ,unclassifiable
คิ้วทั้งสองข้างเลิกขึ้นเล็กน้อย เสียงน่าอายนั่นทำให้ยิ่งขยับยิ้มเสียจนตาหยี ือวิสาสะไปนั่งลงบนเก้าอี้ที่ว่างและวางถุงกระดาษสีน้ำตาลไว้เป็นเชิงให้หยิบได้ เรื่องเงินคงไม่สำคัญกับเรื่องท้องอิ่มหรอกจริงไหมครับ ? ผมมีของที่เพิ่งซื้อมาพอดี ถ้าคุณไม่รังเกียจ หยิบได้เลย,unclassifiable
คู่ที่เราชิปทั้ง canonxcanon และ canonxocของด้อมทวสต.ดูที่พินเราได้นะคะ yy ี้เป็นแอคแยกสาขาหอซอมซ่อก็จริงแต่ก็จับฉ่ายนิดๆอยู่ดีด้วยเนเจ้อ ี่กล่าวมาทั้งหมด หากไม่รังเกียจขอฝากตัวด้วยนะคะ,unclassifiable
“อืม...” ืนพินิจอยู่ชั่วครู่ ชีวิตที่ขาดสีสันแบบนี้เขาไม่เบื่อแย่รึ “งั้นถ้าไม่รังเกียจ ลองฟังเพลงในมือถือของฉันมั้ยคะ” “ฉันมีเพลงที่อยากจะแบ่งปันให้ฟังเยอะแยะเลยค่ะ!”,unclassifiable
เมื่อก่อนกูไปหลงเหี้ยไรมันก่อน น่ารังเกียจมาก,disgust
รังเกียจกันมากอะ5,disgust
ฉีดสองเข็มแล้ว ไปเชียงใหม่เค้าจะรังเกียจกูปะ ต้องออกมาขอโทษสังคมไหมถ้าไป,disgust
แม่มองกุด้วยสายตารังเกียจและขยะแขยง ตลกร้านยสัด ผิดหวังในตัวแม่มากเลย,disgust
"""รังเกียจเดียดฉันท์กูปานนี้ กูก็ลูกพระยานาหมื่น มึงจะให้กูเงียบปากรึ""ูอยากกินมะนาว!!",disgust
อาชีพที่น่ารังเกียจ ไม่ได้เกลียดอาชีพนี้แบบเหมานะ ถ้าลูกหลานโตมาก็จะไม่ให้เทำอาชีพแบบนี้,disgust
ถ้าไม่รังเกียจยินดีไปนวดให้ครับ,unclassifiable
ยิ้มเจื่อน,unclassifiable
นั่นสิคะ ที่เห่าออกมามันน่ารังเกียจจริงๆค่ะ,disgust
องคชาติที่เล็กในยุคนั้นจะดูเป็นคนที่มีวัฒนธรรม เป็นชนชั้นสูง หรืออีกนัยนึงคือเป็นคนมีความผู้นำ มีความรู้ ไม่หมกมุ่นในเรื่องของเพศ แตกต่างกับคนที่มีองคชาติใหญ่จะถูกมองว่าเป็นพวกโง่เขลา มักมากในกาม และน่ารังเกียจ ก็แล้วแต่ความเชื่อตามยุคสมัย ดูเป็นศิลปะ,unclassifiable
น่ารังเกียจ,disgust
ชอบดูมากเลย,unclassifiable
นึกถึงกระเป๋าหญ้าลิเพาที่สมเด็จพระพันปี ท่านส่งเสริมให้ชาวบ้านผลิตเลยค่ะ,unclassifiable
พฤติกรรมน่ารังเกียจมาก กลัวขนาดนั้นเลยเหรอ ถ้าคนของคุณชนะ คงน่าภาคภูมิใจมากสินะที่พวกคุณทำแบบนี้นะ อยากถามว่า ทำไมถึงกลัวขนาดนั้น กับแค่ผู้หญิงตัวเล็กๆ คนเดียว !,disgust
เปล่ากีดกัน หรือรังเกียจ แต่คนมีเจ้าของ ควรอยู่ในขอบเขตที่เหมาะสม,unclassifiable
อาจารย์เป็น3 กีบนี่คะ,unclassifiable
สวัส���ีค่าาา วันนี้แดดจ้าแต่เช้าเลย,unclassifiable
เป็นอาชีพมี่น่ารังเกียจ,disgust
หมายถึง god of evil เป็นตัวร้าย แต่ไม่ใช่ขโมยหรืออันธพาลนะครับ หากจะมีการกระทำดังกล่าว รบกวนเขียนเหตุผลของการกระทำให้ชัดเจน - ท่องไว้ครับ god of evil มุ่งเน้นความ justice เป็นหลัก ทำอะไรให้นึกถึงความยุติธรรม (สมน้ำสมเนื้อ) เป็นหลักนะครับ - เรื่องชิงชัง แบ่งแยก รังเกียจมนุษย์+,unclassifiable
ผมเองก็เล่นกันตรับ แต่ติดตรง���ี่ไม่ค่อยรู้จักใครเลย ่วนถ้าคุณเทนี่ไม่รังเกียจคนแบบผมล่ะก็…ยินดีเลยนะครับ จะคุยเล่น จะชวนคอแลป จะเล่นเกม (ถ้าเครื่องไหว) หรือจะอะไรก็ได้ทั้งนั้นเลย,unclassifiable
คนสั่งตำรวจมาจับชาวบ้าน น่ารังเกียจกว่า,disgust
ไร้ค่า น่ารังเกียจ น่าขยะแขยง,disgust
เมื่อวานคนนั้นที่เข้ามาในสเปซแล้วพูดประมาณว่า “ทำไมเราไม่หาวิธีการให้แสดงตัวตนจริงในโซเชี่ยล ทุกคนจะได้โพสต์หรือลงแต่ความจริง”…..นี่เลยขึ้นเลย โกรธกับคำพูดแบบนี้ เพราะรังเกียจคนกลุ่มนี้ที่คิดว่ามีแต่”เรื่อง”ของฉันเท่านั้นที่เป็น “ความจริง” ของคนอื่นคือปลอม งี้เหรอ,unclassifiable
อาชีพที่น่ารังเกียจ ไร้ซึ่งมนุษยธรรม #ตํารวจบุกบ้านแนวร่วมมธ ุดคุกคามประชาชน #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน,disgust
รวมความน่ารังเกียจน่าขยะแขยงไว้ครบจบที่หน่วยงาน #ตํารวจบุกบ้านแนวร่วมมธ #ตํารวจฆ่าประชาชน #รัฐบาลส้นตีนคนเชียร์ก็ส้นตีน,disgust
“นั่นสิ แต่บางคนคงไม่คิดแบบนั้น” ีซังตอบก่อนที่จะหันไปให้ความสนใจกับการทำความสะอาดต่อ ึงเขาจะไม่ได้รังเกียจงานแบบนี้ แต่เขาก็ไม่เคยทำจริงๆจังๆมาก่อน จีซังจึงเผลอจามไปหลายรอบ และแอบหอบกับงานที่กินแรงเขาพอสมควร,unclassifiable
พวกชั้นต่ำ น่ารังเกียจ,disgust
พฤติกรรมน่ารังเกียจ ข่มขู่ คุกคามแบบนี้คือถูกกฎหมายใช่ไหมอะ,disgust
ละมันเป็นอะไรเก่งกับเด็ก ขับรถชนเด็ก ทุบเด็ก อิพวกตำรวจหัวหน้ามันทำไรอยู่ ไม่อุบาทว์ ไม่ทุเรศตัวเองบ้างหรอ ยังมีหน้าเป็นตำรวจได้อีกหรอ มีอะไรน่ารังเกียจและเหี้ยเท่าอีตำรวจไทยอีกป่ะ,disgust
ตั้งแต่เตี่ยกูเสี่ยงสูงรอบก่อนจนแม่กูติดโควิดจากรพ.รอบนี้จนท.ในพื้นที่ไม่มีใครช่วยเลยจ้ะ ประสานขอตรวจต่างๆ กูบากหน้าไปขอร้องเพื่อนทั้งนั้น ในสังคมเน่าเฟะที่ตัวกูเองตราหน้าว่าเส้นสายเป็นเรื่องน่ารังเกียจแต่พอถึงเวลาเดือนร้อนจริงๆ กูก็ต้องทำในเรื่องที่กูเกลียดเหมือนกัน เหี้ยแต่จริง,disgust
"#ชุมชนคนไร้เสียง ไม่ได้ยิน 100% ""มีแต่คนรังเกียจเขา ไล่เขาเหมือนหมูเหมือนหมา ชุมชนของเราไม่ได้อยู่ในสายตาของใครเลย และไม่รู้ด้วยซ้ำว่ามีเราอยู่ที่นี่"" คนนั้นที่เขาเป็นผู้นำมา 7-8ปี เขารู้รึเปล่าว่าไทยมีคนกลุ่มนี้รอการช่วยเหลือ โลกใจร้ายจัง #ถ้าผู้นำดี ุทธ์ออกไป",unclassifiable
องค์กรน่ารังเกียจ. ุกบ้านแนวร่วมมธ,disgust
ทำไมคนทำนองนี้ ชอบโชว์โง่อะไรแบบนี้ ไลฟ์สดประกาศให้คนอื่นรู้เสมอว่ากุอ่ะมีเส้น เพื่ออะไร?!?!? น่ารังเกียจ ทุเรศอ่ะ,disgust
ไอพวกขี้เงี้ยนขอเย็ดคนไปทั่ว นี่ มันต้องเป็นคนยังไงวะ ไอสัส น่ารังเกียจชิบหาย ัวสถุนหมา เอานิสัยสันดานหมามาใช้ อยากเย็ดคนนู้น คนนี้ มึงไปเย็ดพ่อแม่มึงนู้นไปไอสัส !!! พ่อแม่ต้องเลี้ยงมายังไงลูกถึงมีนิสัยสันดานหมาขอเย็ดคนไปทั่ววะ,disgust
กลุ่มสิ่งมีชีวิตลักษณะคล้ายมนุษย์แต่ปราศจากสติปัญญาและความรู้สึกที่น่ารังเกียจ,unclassifiable
กลุ่มคนที่น่ารังเกียจ,disgust
สวัสดัครับผมยินดีตามข้อเสนอครับเพราะชอบแบบนี้ ผมอยู่ระยอง แต่สูงอายุุออกกำลังกายประจำ 57 นน.60ูง 165 ครับ รังเกียจหรือไม่ครับ,unclassifiable
เถื่อนมากกก น่ารังเกียจ เข้าข่ายโรคจิต,disgust
กุเข้าใจคนติดแล้วคนรอบตัวรังเกียจละ ผลักไสให้ไปอยู่ไกลๆ เพราะกลัวตัวเองเดือนร้อน เหอะ หาข้ออ้างสารพัดมาพูด ทีเมื่อวานบอกได้เข้าใจ วันนี้จะให้ย้ายไปรพดีกว่า เอาจีงนี่ก็มองว่าสีเขียวไม่ต้องไปไหนกผ้ได้ไหมอะ กลัวไปรวมๆกันละไม่ยิ่งกว่าหรอ เบื่อจังแฮะ,unclassifiable
คนสูบบุหรี่ไม่ใช่คนเหี้ยไม่ต้องรังเกียจขนาดนั้นก็ได้ กูไม่ได้แปลก ไว้กูแดกบุหรี่เมื่อไหร่มึงค่อยมองกูแปลกนะ,unclassifiable
กูรังเกียจ,disgust
7ทรงคุกพระชานุ(เข่า)อยู่ข้างๆผู้ที่ได้รับบาดเจ็บ ทรงจับรอบๆแผลที่ถูกกระสุนปืนโดยมิได้ทรงรังเกียจเลยแม้แต่น้อย เป็นภาพที่สุดจะตื้นตันในพระมหากรุณาธิคุณของผู้ที่อยู่ในเหตุการณ์ยิ่งนัก,unclassifiable
กดหมายที่กดคนอื่นน่ารังเกียจทั้งโลกนั่นแหละ,disgust
ออก พรบ.นิรโทษกรรมตอนตี 4 ปะล่ะ มุ๊แง๊ มุ๊แง๊,unclassifiable
ถ้าเธอไม่รังเกียจกัน้วยเลยุยกันแบบเปิดเผยื่องเธอกับคนนั้นีคำถามเดียวที่อยากจะถาม่าเขาสมควรแค่ไหนกัน้ามาแย่งเธอจากฉัน,unclassifiable
ถ้าเธอไม่รังเกียจกัน้วยเลยุยกันแบบเปิดเผยื่องเธอกับคนนั้นีคำถามเดียวที่อยากจะถาม่าเขาสมควรแค่ไหนกัน้ามาแย่งเธอจากฉัน,unclassifiable
รู้สึกว่าเรื่องข่มขืนมันถูกทำให้ธรรมดามากในไทย ไม่เข้าใจว่าทำไมไม่ตื่นตัวหรือตกตะกอนกันเป็นระบบสักที เรื่อง incest นี่ ต่างประเทศเขารังเกียจบ้านนั้นไปเลยนะ ข่มขืนทีคือไม่มีใครร่วมปฏิสัมพันธ์ด้วยเลย ไทยล่ะ มีข่าวทุกวันเลยหรือเปล่า? อีทีวีหลากสีก็พล็อตข่มขืนอยู่นั่น,unclassifiable
ขอให้ท่านสู่สุคติค่ะ,unclassifiable
จ..จริงๆก็ชอบให้แฟน dirty talk ใส่นะ แต่คนอื่นพูดใส่ก็รังเกียจเหมือนกัน,disgust
ใช่ ใช่ รังเกียจหล่อนนะ,disgust
ดังขึ้นอีก,unclassifiable
สนใจครับรังเกียจคนสูงวัยไหมครับ,unclassifiable
อ๋าา แม่นางคนนั้น ! ถ้าไม่รังเกียจล่ะก็มาจิบเหล้าอร่อยๆชมดอกไม้กันก่อนไหม?,unclassifiable
“แม้นเรามิได้เกิดเป็นดอกซากุระ ก็อย่ารังเกียจที่เกิดเป็นบุปผาพรรณอื่นเลยูเขาฟูจีมีอยู่ลูกเดียว แต่ภูเขาทั้งหลายก็หาไร้ค่าไม่้นมิได้เป็นซามูไร ก็จงเป็นลูกสมุนของซามูไรเถิด้นเรามิอาจเป็นถนน ขอจงเป็นบาทวิถี้นเป็นดวงอาทิตย์ไม่ได้ จงเป็นดวงดาวเถิด~~,unclassifiable
สาวน้อยผู้นั้น ถ้ามิรังเกียจไปสารภาพบาปกับข้ามั้ย *ยิ้ม*,unclassifiable
เป็นคนที่ไม่ค่อยหมกมุ่นเรื่องเซ็กส์ขนาดนั้นแต่ถ้าคุยได้ไม่ได้รังเกียจ,unclassifiable
“…” เพราะจำนวนคนที่แน่นขนัดในสถานด้านหน้าทำให้คนตัวเล็กรู้สึกแย่ขึ้นมาจากกลิ่นต่างๆที่ปนเปกันไปหมดจนชวนเวียนหัว “ไปที่อื่น…” เขายู่หน้ายกนิ้วขึ้นถูจมูกฟุดฟิด อันที่จริงเขาไม่ได้รังเกียจผู้คนนักหรอก แต่เพราะประสาทสัมผัสที่ไวไปหน่อยนั่นแหละ “ดูหนัง? ตอนนี้มีเรื่องไรฉายอะ”,unclassifiable
เอาจริงๆแค่ต้องการใครที่ไม่รังเกียจกลิ่นแผ่นแปะตราเสือกับยาหม่องอ่ะครับ...,unclassifiable
ทั้งที่อัลฟ่าอย่างเขาไม่จำเป็นต้องสร้างรัง แต่เขาก็ไม่รังเกียจเลยที่จะยัดเอาตัวเองเข้ามาอยู่ในรังแคบ ๆ ของโอเมก้าตัวน้อย เพราะในนี้ทั้งอบอุ่นและหอมหวานจนอยากจะขลุกอยู่ทั้งวัน ี่เคยคิดว่าชีวิตที่แสนมีระเบียบของตัวเองจะยอมให้เกิดความไม่เรียบร้อยได้แค่เพียงครั้งเดียว,unclassifiable
ฉันโดนกล่าวหาว่าฉันเป็นปอบจอบกินตับเด็กน้อยฉันโดนกล่าวหาว่าฉันเป็นก่องกอยคอยหลอกหลอนไปทั่วฉันโดนกล่าวหาและโดนอนอัวกลัวรังเกียจเดียดฉันท์,unclassifiable
กล้ารังเกียจผมได้ไงคุณคอน,disgust
กูขำ ตอนที่พวกกูติดโควิดก็คือรังเกียจไม่ไหว แต่ตอนเดินไปยืมเงินป้ากูก็คือไม่กลัวแล้วว่างั้น5 กระจอกอ่า,unclassifiable
คอนรังเกียจผม,disgust
เหมือนว่าเวลาแห่งความสุขที่ได้พูดคุยนั้นกำลังจะหมดลง “ เอ่อ..ฉันลืมมือถือไว้ที่ทำงานแล้วก็บ้านฉันเดินไปอีกนิดไม่ไกลมาก ” “ ถ้าไม่รังเกียจ..ไปพักบ้านฉันก่อนก็ได้แบบว่ายังไงก็ไม่มีรถโดยสารเวลานี้หนิ ” ุกตะกักแล้วเกาหลังคอเล็กๆแล้วเอ่ยชวนไปเพื่อว่าอีกคนจะสนใจไปตามที่เขาบอก-,unclassifiable
จริงๆ นี่ก็รักษาน้องหมาแบบว่านอนเช้าทุกวันเป็นปี ตัวใหญ่ที่ติดเตียง พอมีแผลกดทับ ก็นั��งหาเบาะลมในช้อปปี้จนถึงเช้า สั่งมาให้หมานอน เช็ดอึแบบไม่รังเกียจ ยอมเสียเงินหมื่นๆ เพื่อซื้อเลือดมาเพราะเลือดจาง ค่ารักษาบั้นปลายชีวิตแต่ละตัวหลายหมื่นมาก แต่จะซื้อของให้ตัวเองหลักร้อยคิดวนไป 55,unclassifiable
แต่ตัวประกอบทุกตัวในเรื่องนิสัยน่ารังเกียจจนอึดอัดทุกตัวเลย,disgust
